Code,p233,p254,p271,p272,p306,p313,exp1,exp2,exp3,exp4,exp5,exp6,exp7,exp8,exp9,pte1,pte2,pte3,pte4,pte5,pte6,pte7,pte8,pte9,pte10,pte11,pte12,pte13,pte14,pte15,pte16,pte17,pte18,pte19,pte20,pte21,pte22,pte23,pte24
E6,1,0,0,1,0,1,4120.723077,2915.014124,3341.799451,3288.634921,2378.443114,2702.905983,3685.63253,2742.193732,3190.642458,,,,,,,,,,,,,,,,,,,,,,,,0
E7,1,0,0,0,1,1,1016.065341,988.6277174,846.8157182,975.1265823,917.9141104,749.7109827,1018.328446,1053.728324,933.9940828,,,,,,,,,,,,,,,,,,,,,,,,0
E8,0,0,1,1,0,1,11385.47458,10767.21184,0,7550.671378,7117.733333,0,11162.59516,10266.25397,0,,,,,,,,,,,,,,,,,,,,,,,,0
E9,0,0,1,0,1,1,1858.247588,2272.921875,2020.522388,1496.025237,1980.96463,2238.831169,1711.557632,2071.792453,2348.136095,,,,,,,,,,,,,,,,,,,,,,,,0
E10,0,0,0,1,1,1,479.9855491,444.1298343,435.2553763,695.9878419,693.0357143,765.1190476,754.7633136,715.6779661,754.7592068,,,,,,,,,,,,,,,,,,,,,,,,0
E11,1,0,1,1,0,1,4418.985294,5429.844193,3619.925373,3993.801917,4832.04893,3293.27044,4094.017341,5526.715543,3743.065476,,,,,,,,,,,,,,,,,,,,,,,,0
E12,1,0,1,0,1,1,1172.850318,1415.344828,1374.389881,1098.441558,1216.521739,1384.697987,1089.566563,1499.720497,1356.871345,,,,,,,,,,,,,,,,,,,,,,,,0
E13,1,0,0,1,1,1,2790.76324,4144.41691,3619.815864,2358.5,3513.488372,3489.5625,2544.227405,4025.338983,3778.363095,,,,,,,,,,,,,,,,,,,,,,,,0
E14,0,0,1,1,1,1,2322.717391,2314.325658,2220.540123,2217.45583,2397.218543,2393.550489,2200.744048,2983.1,2431.352201,,,,,,,,,,,,,,,,,,,,,,,,0
E15,1,0,1,1,1,1,1625.136364,1132.413295,1408.868715,1477.728707,1000.115942,1548.950617,1526.38484,1036.075581,1499.187675,,,,,,,,,,,,,,,,,,,,,,,,0
E16,0,0,0,0,0,1,926.5718563,1059.094955,1109.956522,1017.394137,971.3069909,1194.592834,960.988024,938.7215909,1114.138889,,,,,,,,,,,,,,,,,,,,,,,,0
F1,1,0,0,0,0,0,5599.309816,6870.863192,7356.785714,5397.151515,4912.833876,5383.669065,7686.5625,6419.02027,7202.446809,,,,,,,,,,,,,,,,,,,,,,,,0
F2,0,0,1,0,0,0,4371.716667,4341.879085,4026.016393,3607.737705,3283.032258,3089.333333,4865.818815,4134.299065,4010.756579,,,,,,,,,,,,,,,,,,,,,,,,0
F3,0,0,0,1,0,0,4257.761438,4599.247492,4285.790323,3771.677852,3987.51773,3664.353741,4802.482993,4668.779661,4394.983165,,,,,,,,,,,,,,,,,,,,,,,,0
F4,0,0,0,0,1,0,971.4951768,1008.915094,915.359375,890.543131,923.8688525,876.442953,909.3103448,1037.436709,921.3099042,,,,,,,,,,,,,,,,,,,,,,,,0
F5,1,0,1,0,0,0,6048.183333,6874.771987,6227.536873,5203.907285,5107.22973,5072.789969,6845.516129,7230.1,6392.514793,,,,,,,,,,,,,,,,,,,,,,,,0
F6,1,0,0,1,0,0,7083.834459,7825.3125,8040.822581,5836.52459,5674.437086,5866.510067,7567.507987,8067.11039,7961.331169,,,,,,,,,,,,,,,,,,,,,,,,0
F7,1,0,0,0,1,0,2268.031609,1894.582173,2060.422343,2228.285714,1491.767956,1718.40708,2272.815789,1836.153846,2032.837079,,,,,,,,,,,,,,,,,,,,,,,,0
F8,0,0,1,1,0,0,4549.720395,5078.492908,5254.082734,4276.794872,4596.086957,4349.15493,5309.018987,5947.389706,5886.445993,,,,,,,,,,,,,,,,,,,,,,,,0
F9,0,0,1,0,1,0,1307.592593,1412.748227,0,1326.470588,1216.01476,0,1397.137809,1364.929078,0,,,,,,,,,,,,,,,,,,,,,,,,0
F10,0,0,0,1,1,0,1506.309904,1364.941003,0,1423.125,1127.030303,0,1454.852459,1267.090395,0,,,,,,,,,,,,,,,,,,,,,,,,0
F11,1,0,1,1,0,0,9912.542735,7874.885621,0,6889.385965,5815.335689,0,9595.45045,7436.764706,0,,,,,,,,,,,,,,,,,,,,,,,,0
F12,1,0,1,0,1,0,2090.893939,2054.597523,0,1978.930818,1771.847134,0,2165.649547,1910.932945,0,,,,,,,,,,,,,,,,,,,,,,,,0
F13,1,0,0,1,1,0,2054.6793,2353.482972,0,1993.741935,2065.372168,0,2094.126506,2184.844193,0,,,,,,,,,,,,,,,,,,,,,,,,0
F14,0,0,1,1,1,0,1444.166667,1306.610429,0,1343.245033,1208.561873,0,1419.347826,1257.917889,0,,,,,,,,,,,,,,,,,,,,,,,,0
F15,1,0,1,1,1,0,2636.282468,2230.469697,0,2200.789474,1814.700315,0,2485.649547,2187.138728,0,,,,,,,,,,,,,,,,,,,,,,,,0
F16,0,0,0,0,0,0,2379.733542,2580.673981,0,2146.134185,2467.876712,0,2304.231975,2595.821326,0,2862.433333,2861.229236,3095.967742,2757.467105,2322.491961,2735.560897,3228.202055,2981.59396,2760.304054,2650.641892,2885.680272,3090.655172,2217.104377,2418.491803,2875.438596,2758.996656,3080.047923,3187.680921,3440.237342,3473.814935,2247.045455,2625.608974,3306.135593,3058.552189
B1,1,1,0,0,0,1,0,103076.0563,0,0,56219.65318,0,0,90750,0,,,,,,,,,,,,,,,,,,,,,,,,0
B2,0,1,1,0,0,1,96050.47319,109929.078,0,111301.5873,104808.5106,0,95363.34405,125879.4326,0,,,,,,,,,,,,,,,,,,,,,,,,0
B3,0,1,0,1,0,1,187850,187146.3415,0,272784.5659,179913.0435,0,207789.1156,219835.3659,0,,,,,,,,,,,,,,,,,,,,,,,,0
B4,0,1,0,0,1,1,8091.993958,8149.630769,0,8467.191358,8077.921687,0,11917.98107,12408.80503,0,,,,,,,,,,,,,,,,,,,,,,,,0
B5,1,1,1,0,0,1,165385.1133,175571.9064,0,189038.4615,133363.6364,0,161383.1169,192705.5016,0,,,,,,,,,,,,,,,,,,,,,,,,0
B6,1,1,0,1,0,1,192380.9524,127761.9048,0,169388.724,114662.5767,0,168105.2632,150190.184,0,,,,,,,,,,,,,,,,,,,,,,,,0
B7,1,1,0,0,1,1,36172.83951,29154.51895,0,31988.30409,29971.01449,0,38773.4139,40909.60452,0,,,,,,,,,,,,,,,,,,,,,,,,0
B8,0,1,1,1,0,1,187356.6434,161224.4898,0,185151.8987,180000,0,217541.0959,232628.3784,0,,,,,,,,,,,,,,,,,,,,,,,,0
B9,0,1,1,0,1,1,55032.96703,40883.28076,34718.95425,40452.55474,41057.32484,52664.25993,44329.50192,33596.02649,44108.30325,,,,,,,,,,,,,,,,,,,,,,,,0
B10,0,1,0,1,1,1,48029.62963,49342.46575,39386.86131,46243.54244,52085.40925,53102.94118,53468.63469,52139.19414,46984.49612,,,,,,,,,,,,,,,,,,,,,,,,0
B11,1,1,1,1,0,1,200440.367,234573.2484,232851.0638,142764.3312,187606.5574,185201.3201,230507.9365,246621.7949,223903.8462,,,,,,,,,,,,,,,,,,,,,,,,0
B12,1,1,1,0,1,1,204012.8617,185463.1268,235393.1889,149823.7082,159676.6467,186520.7101,249869.5652,225823.0088,245542.8571,,,,,,,,,,,,,,,,,,,,,,,,0
B13,1,1,0,1,1,1,55690.32258,51362.71186,54110.03236,53681.68168,48644.73684,58662.06897,70107.59494,59993.52751,61457.62712,,,,,,,,,,,,,,,,,,,,,,,,0
B14,0,1,1,1,1,1,201452.381,238613.9818,252036.036,185127.5964,195441.5584,202860.5341,202034.5821,257616.0991,231930.1587,,,,,,,,,,,,,,,,,,,,,,,,0
B15,1,1,1,1,1,1,261283.9506,206126.5823,276747.7745,206024.2424,176484.472,170639.7695,302990.9366,229117.284,228042.042,,,,,,,,,,,,,,,,,,,,,,,,0
B16,0,1,0,0,0,1,124819.5719,110832.2981,135457.2271,130926.5176,105319.4444,99962.26415,122849.3976,100181.8182,96631.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
