Code,p233,p254,p271,p272,p306,p313,exp1,exp2,exp3,exp4,exp5,exp6,exp7,exp8,exp9,pte1,pte2,pte3,pte4,pte5,pte6,pte7,pte8,pte9,pte10,pte11,pte12,pte13,pte14,pte15,pte16,pte17,pte18,pte19,pte20,pte21,pte22,pte23,pte24
F5,1,0,1,0,0,0,9255.9,8247.147239,8789.971429,8055.48913,8519.180328,8376.818182,10007.23837,10912.51445,10819.92268,,,,,,,,,,,,,,,,,,,,,,,,0
F6,1,0,0,1,0,0,13380.82386,12895.37838,11666.19159,11287.78302,11972.16346,11696.87783,14172.46411,15291.42487,14769.57207,,,,,,,,,,,,,,,,,,,,,,,,0
F7,1,0,0,0,1,0,3185.451977,2793.704663,3233.061798,3932.740385,3565.627907,3980.564103,4753.863636,3912.615741,5202.897436,,,,,,,,,,,,,,,,,,,,,,,,0
F8,0,0,1,1,0,0,7812.936047,7649.180791,8334.371728,9244.679803,9645.879397,9531.15,10190.69048,10259.52261,11402.13942,,,,,,,,,,,,,,,,,,,,,,,,0
F9,0,0,1,0,1,0,5362.295082,5550,0,4054.325843,4308.907104,0,4507.5,4454.81383,0,,,,,,,,,,,,,,,,,,,,,,,,0
F10,0,0,0,1,1,0,8598.717949,9098.484848,0,7783.491124,6574.213483,0,9006.987578,8635.701754,0,,,,,,,,,,,,,,,,,,,,,,,,0
F11,1,0,1,1,0,0,14588.60759,14663.23529,0,11079.82143,8750.914286,0,12436.80982,10768.48485,0,,,,,,,,,,,,,,,,,,,,,,,,0
F12,1,0,1,0,1,0,4237.305699,4411.25,0,3447.004831,3054.90099,0,3947.679426,3870.546875,0,,,,,,,,,,,,,,,,,,,,,,,,0
F13,1,0,0,1,1,0,4080.225989,4737.062937,0,3608.663366,3401.306306,0,4062.087629,3924.855072,0,,,,,,,,,,,,,,,,,,,,,,,,0
F14,0,0,1,1,1,0,3494.791667,3494.047619,0,3157.018349,3015.27027,0,3200.198238,3283.930233,0,,,,,,,,,,,,,,,,,,,,,,,,0
F15,1,0,1,1,1,0,3625.842697,3254.33526,0,3253.762887,2966.064815,0,3712.225,3027.313084,0,,,,,,,,,,,,,,,,,,,,,,,,0
F16,0,0,0,0,0,0,49975.53191,57091.46341,0,45170.42254,48245.14563,0,48359.64912,46695.14563,0,47222.34043,52905.55556,45311.11111,51136.31285,51910,54056.98324,53887.86127,51946.59686,0,37611.65049,34269.38776,34854.23729,0,46704.41176,48545.41063,47246.33028,0,48247.64398,42516.75978,0,0,47592.59259,49686.23853,49095.65217
B1,1,1,0,0,0,1,7349.090909,7744.715447,0,6083.8,5794.597156,0,7387,6668.722222,0,,,,,,,,,,,,,,,,,,,,,,,,0
B2,0,1,1,0,0,1,681.25,731.4606742,0,605.0761421,538.1042654,0,618.655914,510.5128205,0,,,,,,,,,,,,,,,,,,,,,,,,0
B3,0,1,0,1,0,1,6323.076923,5948.863636,0,5333.401015,5049.369369,0,6047.232704,6149.414894,0,,,,,,,,,,,,,,,,,,,,,,,,0
B4,0,1,0,0,1,1,5691.208791,5136.125654,0,4592.843137,4320.512821,0,4546.923077,4183.446602,0,,,,,,,,,,,,,,,,,,,,,,,,0
B5,1,1,1,0,0,1,1244.334975,1424.043716,0,1228.846154,805.4545455,0,1437.109005,1310,0,,,,,,,,,,,,,,,,,,,,,,,,0
B6,1,1,0,1,0,1,3072.316384,2667.010309,0,2961.005025,2465.022026,0,2894.308511,2777.536232,0,,,,,,,,,,,,,,,,,,,,,,,,0
B7,1,1,0,0,1,1,1918.592965,1611.818182,0,1560.363636,1285.793651,0,1650.21164,1296.060606,0,,,,,,,,,,,,,,,,,,,,,,,,0
B8,0,1,1,1,0,1,513.8755981,341.1764706,0,503.4042553,275.308642,0,415.4929577,470.8333333,0,,,,,,,,,,,,,,,,,,,,,,,,0
B9,0,1,1,0,1,1,124.7458564,95.46929825,59.46428571,107.2557339,87.86099138,74.92078189,115.8185279,84.51949541,84.64170507,,,,,,,,,,,,,,,,,,,,,,,,0
B10,0,1,0,1,1,1,936.4804469,877.9385965,983.16,1033.088308,970.8910788,929.9858696,1197.208101,1481.309471,1309.23652,,,,,,,,,,,,,,,,,,,,,,,,0
B11,1,1,1,1,0,1,363.125,343.4955752,387.6958525,423.3223039,320.8997934,396.7261905,546.4014706,420.25,442.336165,,,,,,,,,,,,,,,,,,,,,,,,0
B12,1,1,1,0,1,1,143.8820225,79.80275229,123.2489083,122.1086387,90.87851406,92.14355469,131.4517544,103.1439394,93.00114155,,,,,,,,,,,,,,,,,,,,,,,,0
B13,1,1,0,1,1,1,237.0108696,216.4090909,281.0087719,292.0391414,181.2303922,162.3754753,239.8756831,182.6802083,199.3117021,,,,,,,,,,,,,,,,,,,,,,,,0
B14,0,1,1,1,1,1,48.83597884,45.73529412,53,50.45636792,37.02689243,31.70445736,46.32047872,39.58881579,42.71349558,,,,,,,,,,,,,,,,,,,,,,,,0
B15,1,1,1,1,1,1,60.93596059,25.31707317,63.10344828,46.90531915,38.6345339,39.92930328,52.0304878,44.78255814,40.94124424,,,,,,,,,,,,,,,,,,,,,,,,0
B16,0,1,0,0,0,1,4422.321429,4579.908676,5321.782178,4292.195122,4405.210084,4123.665339,4633.139013,3761.280992,4291.324786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
