Code,p233,p254,p271,p272,p306,p313,exp1,exp2,exp3,exp4,exp5,exp6,exp7,exp8,exp9,pte1,pte2,pte3,pte4,pte5,pte6,pte7,pte8,pte9,pte10,pte11,pte12,pte13,pte14,pte15,pte16,pte17,pte18,pte19,pte20,pte21,pte22,pte23,pte24
D16,0,1,0,0,0,0,8770.591398,8155.459364,6868.901639,7441.473126,6763.643187,6666.760543,8437.012099,8239.749555,7314.9716,,,,,,,,,,,,,,,,,,,,,,,,0
E1,1,0,0,0,0,1,514.7751323,429.7058824,498.1805556,657.4800832,386.7142614,456.6834445,495.3500357,394.9858982,430.176116,,,,,,,,,,,,,,,,,,,,,,,,0
E2,0,0,1,0,0,1,31.72240803,31.45367412,67.92358804,92.15368691,72.34773023,76.30959464,74.63593386,69.71431304,78.87353134,,,,,,,,,,,,,,,,,,,,,,,,0
E3,0,0,0,1,0,1,632.8688525,623.5892857,478.5825545,765.655492,676.8486136,531.0170851,512.072225,620.2083134,404.1792961,,,,,,,,,,,,,,,,,,,,,,,,0
E4,0,0,0,0,1,1,378.9528024,326.1826347,391.7620482,557.6779978,474.2852302,555.4337958,454.0097557,461.3913317,503.158922,,,,,,,,,,,,,,,,,,,,,,,,0
E5,1,0,1,0,0,1,165,168.2291667,135.6197183,191.9310636,207.5079866,147.4980235,154.4217741,182.6767064,135.3777637,,,,,,,,,,,,,,,,,,,,,,,,0
E6,1,0,0,1,0,1,416.6923077,265.0423729,324.2994505,395.4390001,282.1606045,325.7914624,330.9374665,262.6933791,291.4291539,,,,,,,,,,,,,,,,,,,,,,,,0
E7,1,0,0,0,1,1,190.9232955,178.763587,163.4823848,295.1800087,286.6652149,220.7653603,265.6367917,266.4270549,241.4946063,,,,,,,,,,,,,,,,,,,,,,,,0
E8,0,0,1,1,0,1,85.44067797,77.89719626,0,136.7779422,143.3977302,0,114.3299291,106.3547547,0,,,,,,,,,,,,,,,,,,,,,,,,0
E9,0,0,1,0,1,1,46.5755627,54.578125,53.44776119,69.11823497,71.34692638,89.11721075,76.37285293,74.46137347,67.76679568,,,,,,,,,,,,,,,,,,,,,,,,0
E10,0,0,0,1,1,1,292.7890173,265.3729282,270.2284946,485.998946,480.5024921,497.2882064,490.9620619,483.9049296,493.6827821,,,,,,,,,,,,,,,,,,,,,,,,0
E11,1,0,1,1,0,1,162.4264706,210.3824363,135.119403,231.9363884,275.738403,174.6669126,175.444396,223.8186099,157.3230087,,,,,,,,,,,,,,,,,,,,,,,,0
E12,1,0,1,0,1,1,81.73566879,106.9122257,104.0625,128.7925354,132.6039414,160.3091396,117.4623276,144.4969217,130.2177455,,,,,,,,,,,,,,,,,,,,,,,,0
E13,1,0,0,1,1,1,105.8099688,160.8309038,143.8668555,137.7852302,191.5628465,194.0352302,127.1918134,169.837133,162.3230087,,,,,,,,,,,,,,,,,,,,,,,,0
E14,0,0,1,1,1,1,50.69875776,53.30592105,54.27469136,119.6754687,113.5315051,113.011411,78.57300869,109.3230087,97.35445523,,,,,,,,,,,,,,,,,,,,,,,,0
E15,1,0,1,1,1,1,101.469697,67.47109827,94.81843575,159.96997,123.2788897,176.1903228,143.3434169,111.6253343,146.1045213,,,,,,,,,,,,,,,,,,,,,,,,0
E16,0,0,0,0,0,1,461.751497,507.1364985,531.7246377,564.1514762,531.5916512,634.3794892,403.7601344,410.4480087,473.5452309,,,,,,,,,,,,,,,,,,,,,,,,0
F1,1,0,0,0,0,0,1347.868098,1565.749186,1705.323129,1569.355306,1370.600988,1556.83514,1414.336898,1172.998684,1361.542867,,,,,,,,,,,,,,,,,,,,,,,,0
F2,0,0,1,0,0,0,180.8166667,155.7026144,126.6393443,206.7780581,238.9525689,150.0187829,192.044263,160.173476,159.165114,,,,,,,,,,,,,,,,,,,,,,,,0
F3,0,0,0,1,0,0,932.2385621,911.9899666,849.8870968,1044.201757,1057.001986,1027.611336,918.1733488,913.0009748,869.7640861,,,,,,,,,,,,,,,,,,,,,,,,0
F4,0,0,0,0,1,0,1686.961415,1603.22327,1421.390625,1987.974727,2102.384615,2066.148066,1625.614545,1821.690097,1644.84697,,,,,,,,,,,,,,,,,,,,,,,,0
F5,1,0,1,0,0,0,651.0166667,681.3192182,582.5516224,695.1871342,729.8139465,636.4190468,619.1617184,632.1230087,545.222417,,,,,,,,,,,,,,,,,,,,,,,,0
F6,1,0,0,1,0,0,1193.057432,1173.700658,1119.112903,1179.49937,1189.557995,1227.289005,1004.080197,1056.154178,1063.167165,,,,,,,,,,,,,,,,,,,,,,,,0
F7,1,0,0,0,1,0,682.6005747,534.7214485,543.5558583,932.6834445,553.3214871,716.4885857,768.4809034,635.1720115,671.9297503,,,,,,,,,,,,,,,,,,,,,,,,0
F8,0,0,1,1,0,0,379.2269737,366.6843972,362.7517986,481.7387559,498.0904839,540.7104063,366.7533884,385.9259499,366.4693502,,,,,,,,,,,,,,,,,,,,,,,,0
F9,0,0,1,0,1,0,356.7171717,378.3865248,0,448.8183185,410.7933022,0,382.3583444,390.904569,0,,,,,,,,,,,,,,,,,,,,,,,,0
F10,0,0,0,1,1,0,1132.15655,985.560472,0,1384.84773,1131.234094,0,1182.486943,1014.017924,0,,,,,,,,,,,,,,,,,,,,,,,,0
F11,1,0,1,1,0,0,1318.397436,940.9313725,0,1142.808257,925.1878362,0,1065.566252,823.6955577,0,,,,,,,,,,,,,,,,,,,,,,,,0
F12,1,0,1,0,1,0,434.4393939,406.2074303,0,572.4656548,516.9735264,0,494.4982353,450.9819008,0,,,,,,,,,,,,,,,,,,,,,,,,0
F13,1,0,0,1,1,0,481.4723032,506.0835913,0,638.5654722,646.0896396,0,540.094093,557.705445,0,,,,,,,,,,,,,,,,,,,,,,,,0
F14,0,0,1,1,1,0,440.1470588,343.2668712,0,598.4321673,488.7147871,0,471.5155553,393.5546802,0,,,,,,,,,,,,,,,,,,,,,,,,0
F15,1,0,1,1,1,0,516.7694805,430.9848485,0,593.4003618,487.3516735,0,542.7157579,484.9819682,0,,,,,,,,,,,,,,,,,,,,,,,,0
F16,0,0,0,0,0,0,909.9216301,1009.420063,0,915.4507654,1088.59773,0,769.8151717,864.3114813,0,980.3166667,1054.534884,1038.822581,957.1546053,830.9485531,979.7596154,1220.702055,1166.325503,885.812881,850.5426107,950.2888876,1035.770942,910.9714676,1053.07314,1220.545099,1151.8586,1035.111198,1062.85628,1097.479864,1168.485125,734.0762554,896.8101882,1045.950127,1014.208531
B1,1,1,0,0,0,1,0,1905.507042,0,0,1308.995977,0,0,1490.521518,0,,,,,,,,,,,,,,,,,,,,,,,,0
B2,0,1,1,0,0,1,670.0157729,794.4503546,0,530.9510191,658.8328158,0,669.8625414,848.156765,0,,,,,,,,,,,,,,,,,,,,,,,,0
B3,0,1,0,1,0,1,6038.234375,5511.692073,0,5222.566596,4780.572827,0,5907.943999,6056.277332,0,,,,,,,,,,,,,,,,,,,,,,,,0
B4,0,1,0,0,1,1,3853.096677,3876.6,0,3890.494229,3605.008583,0,4972.349888,5233.667269,0,,,,,,,,,,,,,,,,,,,,,,,,0
B5,1,1,1,0,0,1,540.5016181,605.6020067,0,448.3527285,522.6451028,0,533.7448648,600.5329958,0,,,,,,,,,,,,,,,,,,,,,,,,0
B6,1,1,0,1,0,1,916.2946429,679.8660714,0,753.2998486,642.6251841,0,885.0234624,919.8662894,0,,,,,,,,,,,,,,,,,,,,,,,,0
B7,1,1,0,0,1,1,693.6265432,566.4577259,0,609.7697326,566.2746906,0,732.7274834,739.7519086,0,,,,,,,,,,,,,,,,,,,,,,,,0
B8,0,1,1,1,0,1,713.8986014,563.1122449,0,559.0424396,535.5715374,0,703.6745926,667.8313864,0,,,,,,,,,,,,,,,,,,,,,,,,0
B9,0,1,1,0,1,1,415.5128205,312.7287066,330.3104575,371.7085211,327.7125195,465.9626517,324.5340373,339.0256767,395.3206537,,,,,,,,,,,,,,,,,,,,,,,,0
B10,0,1,0,1,1,1,3765.462963,3709.503425,3809.178832,3562.673856,3695.170869,3719.825202,4194.450764,4256.625318,4138.409115,,,,,,,,,,,,,,,,,,,,,,,,0
B11,1,1,1,1,0,1,288.3027523,344.0605096,356.5197568,274.7825831,293.6103998,298.0709311,303.912253,305.7004093,316.918358,,,,,,,,,,,,,,,,,,,,,,,,0
B12,1,1,1,0,1,1,227.5723473,209.8377581,250.3869969,210.0891481,236.9417044,245.5322157,266.1220529,282.1917866,274.3249514,,,,,,,,,,,,,,,,,,,,,,,,0
B13,1,1,0,1,1,1,324.5645161,337.8135593,358.5598706,315.2272954,325.6688554,368.0468045,417.036826,434.2546786,425.6502137,,,,,,,,,,,,,,,,,,,,,,,,0
B14,0,1,1,1,1,1,244.0922619,302.7203647,328.2132132,238.9378308,296.865882,328.1366439,289.3176782,371.3392519,414.7059038,,,,,,,,,,,,,,,,,,,,,,,,0
B15,1,1,1,1,1,1,95.35493827,87.51582278,97.37388724,91.53687769,126.1628894,112.2203114,159.555278,117.8822706,91.5175726,,,,,,,,,,,,,,,,,,,,,,,,0
B16,0,1,0,0,0,1,9278.455657,8971.413043,8502.640118,8372.184956,8258.673241,7315.449971,11762.36167,8698.348039,7941.277332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
