Code,p233,p254,p271,p272,p306,p313,exp1,exp2,exp3,exp4,exp5,exp6,exp7,exp8,exp9,pte1,pte2,pte3,pte4,pte5,pte6,pte7,pte8,pte9,pte10,pte11,pte12,pte13,pte14,pte15,pte16,pte17,pte18,pte19,pte20,pte21,pte22,pte23,pte24
E13,1,0,0,1,1,1,28872.27414,44046.64723,35614.73088,21556.25,34494.18605,34881.25,18636.793,25686.66667,25110.2381,,,,,,,,,,,,,,,,,,,,,,,,0
E14,0,0,1,1,1,1,34322.98137,21223.68421,20382.71605,23460.40636,24452.56623,24073.5342,18691.84524,23923.26667,20308.80503,,,,,,,,,,,,,,,,,,,,,,,,0
E15,1,0,1,1,1,1,2461.151515,1696.358382,2261.899441,2853.170347,1888.333333,2965.108025,2559.941691,1828.430233,2418.039216,,,,,,,,,,,,,,,,,,,,,,,,0
E16,0,0,0,0,0,1,683437.1257,708094.9555,767501.4493,741348.5342,635313.0699,994612.3779,550209.5808,593642.0455,730538.8889,,,,,,,,,,,,,,,,,,,,,,,,0
F1,1,0,0,0,0,0,424797.546,501459.2834,548040.8163,360030.303,296136.8078,335143.8849,438895.8333,327168.9189,0,,,,,,,,,,,,,,,,,,,,,,,,0
F2,0,0,1,0,0,0,893293.3333,842104.5752,795921.3115,919324.5902,939464.5161,804414.0351,929763.0662,742660.4361,0,,,,,,,,,,,,,,,,,,,,,,,,0
F3,0,0,0,1,0,0,3317581.699,3316267.559,3358774.194,2920812.081,3105652.482,2923408.163,2939680.272,2940427.119,0,,,,,,,,,,,,,,,,,,,,,,,,0
F4,0,0,0,0,1,0,34868.1672,29522.01258,33912.5,26084.77636,28150.40984,25824.07718,25637.24138,26217.78481,24975.07987,,,,,,,,,,,,,,,,,,,,,,,,0
F5,1,0,1,0,0,0,139026.6667,162749.1857,146088.4956,122841.0596,107033.7838,107291.5361,123903.2258,130486.6667,0,,,,,,,,,,,,,,,,,,,,,,,,0
F6,1,0,0,1,0,0,345743.2432,391907.8947,393664.5161,273449.1803,244589.404,271308.7248,250102.2364,260759.7403,0,,,,,,,,,,,,,,,,,,,,,,,,0
F7,1,0,0,0,1,0,3902.643678,3076.713092,3154.332425,4450.1,2893.024862,3365.471976,3908.421053,3142.962963,3395.224719,,,,,,,,,,,,,,,,,,,,,,,,0
F8,0,0,1,1,0,0,777934.2105,808638.2979,896618.705,800288.4615,904673.913,1175021.127,808765.8228,824066.1765,0,,,,,,,,,,,,,,,,,,,,,,,,0
F9,0,0,1,0,1,0,139057.2391,150822.695,0,155713.2353,130929.8893,0,129957.5972,122248.227,0,,,,,,,,,,,,,,,,,,,,,,,,0
F10,0,0,0,1,1,0,23695.39936,21707.66962,0,28663.52431,23783.98485,0,28035.93443,23816.10169,0,,,,,,,,,,,,,,,,,,,,,,,,0
F11,1,0,1,1,0,0,161418.8034,123934.6405,0,108780.7018,74438.16254,0,94747.74775,61339.86928,0,,,,,,,,,,,,,,,,,,,,,,,,0
F12,1,0,1,0,1,0,14412.12121,8953.560372,0,9213.836478,8515.923567,0,10219.03323,9064.956268,0,,,,,,,,,,,,,,,,,,,,,,,,0
F13,1,0,0,1,1,0,3535.918367,3218.637771,0,3734.5,3345.161812,0,2930.481928,2886.628895,0,,,,,,,,,,,,,,,,,,,,,,,,0
F14,0,0,1,1,1,0,32095.75163,26937.60736,0,32830.44702,30805.80268,0,33515.03106,29176.8915,0,,,,,,,,,,,,,,,,,,,,,,,,0
F15,1,0,1,1,1,0,5420.779221,4482.969697,0,5492.286184,4517.271293,0,5121.087613,4441.50289,0,,,,,,,,,,,,,,,,,,,,,,,,0
F16,0,0,0,0,0,0,2904062.696,3118332.288,0,2154587.859,2536006.849,0,2179993.73,2300616.715,0,2435413.333,2436385.382,2560670.968,2267578.947,2789286.174,3410320.513,4066452.055,3803073.826,1934522.523,2184981.982,2428281.179,2539678.161,2245501.684,2481947.541,2982968.421,3014615.385,1364132.055,1896359.649,2020194.093,2038822.511,1929123.377,2293365.385,2762257.627,2754888.889
B1,1,1,0,0,0,1,0,591278.8732,0,0,396493.2563,0,0,397062.0155,0,,,,,,,,,,,,,,,,,,,,,,,,0
B2,0,1,1,0,0,1,1057791.798,1268964.539,0,1218522.751,1172434.988,0,960763.1297,1168302.6,0,,,,,,,,,,,,,,,,,,,,,,,,0
B3,0,1,0,1,0,1,3968150,4121121.951,0,5356201.501,3592033.126,0,3646929.705,3650747.967,0,,,,,,,,,,,,,,,,,,,,,,,,0
B4,0,1,0,0,1,1,116712.9909,133513.8462,0,123158.3333,112920.7831,0,130134.0694,124822.956,0,,,,,,,,,,,,,,,,,,,,,,,,0
B5,1,1,1,0,0,1,589281.5534,640829.4314,0,617444.4444,534502.1645,0,432069.2641,518127.2923,0,,,,,,,,,,,,,,,,,,,,,,,,0
B6,1,1,0,1,0,1,953976.1905,610952.381,0,921740.8506,623026.5849,0,737775.0258,628654.3967,0,,,,,,,,,,,,,,,,,,,,,,,,0
B7,1,1,0,0,1,1,14394.1358,12334.98542,0,12624.8538,9130.724638,0,0,13791.24294,0,,,,,,,,,,,,,,,,,,,,,,,,0
B8,0,1,1,1,0,1,1176195.804,1037578.231,0,1196337.553,1150730.564,0,1113442.922,1129423.423,0,,,,,,,,,,,,,,,,,,,,,,,,0
B9,0,1,1,0,1,1,252542.1245,180340.694,199555.5556,195513.382,186658.1741,255894.1035,155545.3384,134984.5475,181766.5463,,,,,,,,,,,,,,,,,,,,,,,,0
B10,0,1,0,1,1,1,250874.0741,238246.5753,227270.073,282725.7073,329376.038,327450.9804,305289.0529,296195.3602,268733.8501,,,,,,,,,,,,,,,,,,,,,,,,0
B11,1,1,1,1,0,1,418397.5535,403745.2229,402188.4498,273078.5563,356231.694,361724.9725,307242.328,327145.2991,294555.5556,,,,,,,,,,,,,,,,,,,,,,,,0
B12,1,1,1,0,1,1,49920.57878,49923.59882,61350.1548,44847.01114,48415.16966,51913.21499,49943.1677,48130.0885,49888.57143,,,,,,,,,,,,,,,,,,,,,,,,0
B13,1,1,0,1,1,1,12759.03226,11707.45763,12885.76052,10032.73273,8717.434211,9611.37931,13863.60759,11204.20712,12337.9661,,,,,,,,,,,,,,,,,,,,,,,,0
B14,0,1,1,1,1,1,162476.1905,188328.2675,195387.3874,142322.453,152632.0346,178334.3225,122482.2286,161750.258,156816.9312,,,,,,,,,,,,,,,,,,,,,,,,0
B15,1,1,1,1,1,1,27625,24011.70886,28767.06231,27644.44444,20033.12629,23592.69933,23194.25982,18510.18519,18251.35135,,,,,,,,,,,,,,,,,,,,,,,,0
B16,0,1,0,0,0,1,2372134.557,2542037.267,3129227.139,2953133.12,2344231.481,2351631.027,2077702.811,1859789.001,1696416.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
